Time,Band_380nm,Band_424nm,Band_468nm,Band_513nm,Band_557nm,Band_602nm,Band_646nm,Band_691nm,Band_735nm,Band_780nm
10:10,484.7,542.2,422.9,971.8,438.2,631.9,243.2,502.0,797.5,812.5
10:12,108.0,714.0,633.8,123.9,563.8,23.9,172.9,124.4,599.7,73.4
10:15,133.4,36.7,800.9,7.4,399.3,997.3,475.4,695.3,70.0,548.7
10:18,834.5,449.3,251.6,301.3,72.8,812.3,5.1,691.0,495.8,269.8
10:21,294.8,986.0,833.8,550.4,734.8,665.8,289.8,471.5,184.1,698.7
10:24,410.9,282.3,661.5,267.1,152.3,742.6,348.5,246.6,220.6,335.9
10:27,584.6,26.1,94.4,285.2,26.4,153.9,923.3,741.6,906.6,47.9
10:30,24.0,791.3,772.6,809.1,688.7,801.6,523.6,943.2,663.9,848.0
10:33,730.2,180.3,321.6,128.6,159.7,847.4,545.8,506.1,638.7,512.4
10:35,163.9,131.9,823.5,264.7,973.9,612.8,611.6,712.1,955.5,508.2
10:38,346.4,585.2,524.8,164.2,43.9,466.3,36.4,198.5,550.9,347.7
10:41,830.7,776.3,731.0,324.7,126.2,682.2,412.0,539.7,286.8,514.4
10:44,792.7,960.6,211.6,699.4,246.8,51.2,142.1,368.0,68.9,362.0
10:47,227.7,879.1,528.0,419.5,771.6,224.1,38.0,247.4,655.5,223.5
10:50,784.8,583.7,200.9,258.4,845.0,481.3,225.2,765.4,933.2,964.3
10:53,516.2,901.2,640.0,296.0,886.0,389.9,383.9,497.7,658.2,502.1
10:56,245.7,774.0,791.7,201.9,550.7,484.3,529.1,483.9,738.9,456.6
10:58,76.3,6.2,295.2,530.5,666.7,492.0,125.0,913.1,325.1,420.2
11:01,208.8,660.2,513.7,703.3,972.8,540.8,25.4,638.0,221.7,91.7
11:04,55.1,384.3,585.0,919.1,870.8,285.7,585.9,476.5,368.2,687.2
11:07,924.1,258.8,755.8,592.7,866.1,562.9,472.5,867.6,455.6,381.5
11:10,701.8,805.9,813.2,15.9,738.9,414.1,99.8,920.5,547.4,134.9
11:13,803.4,384.3,394.4,764.2,547.1,319.0,994.1,393.4,105.2,351.2
11:16,115.6,125.4,677.1,619.4,653.0,709.6,376.2,450.4,618.3,815.7
11:19,419.3,533.0,332.4,480.6,537.9,638.0,730.9,999.3,540.1,9.5
11:22,468.1,992.2,226.0,922.1,103.6,894.8,895.3,625.2,54.4,462.7
11:24,329.2,750.3,514.8,288.6,341.4,161.4,231.3,773.5,651.6,325.9
11:27,286.9,691.3,410.4,14.8,407.0,232.0,424.8,284.3,404.5,434.1
11:30,603.7,255.3,570.3,423.6,894.7,958.0,808.6,597.7,267.6,869.0
11:33,207.5,493.8,23.8,171.7,178.1,295.9,771.2,540.1,646.5,613.0
11:36,959.5,874.9,100.8,990.9,250.8,276.3,410.4,946.4,670.2,322.9
11:39,123.6,87.4,258.4,400.5,350.0,272.7,337.2,882.6,650.8,871.1
11:42,761.2,729.7,817.4,564.2,93.6,2.8,541.6,770.2,926.3,420.4
11:45,794.5,864.5,990.1,274.3,123.2,851.3,380.6,965.9,820.5,80.2
11:47,723.1,201.4,801.2,980.8,667.0,543.8,627.2,999.3,174.3,908.8
11:50,897.4,425.6,883.1,413.0,250.2,256.8,953.2,454.1,499.7,265.1
11:53,10.0,798.4,952.2,397.7,827.1,288.4,882.3,809.1,36.4,659.8
11:56,863.4,353.9,702.6,985.9,714.9,181.0,527.4,462.9,66.0,45.0
11:59,731.7,980.8,196.6,319.4,634.7,731.4,57.8,490.4,20.2,2.8
12:02,816.0,946.7,748.5,701.1,943.7,784.0,640.8,73.1,666.0,909.7
12:05,869.1,854.9,228.3,194.7,92.7,140.8,453.4,70.9,622.2,220.5
12:08,283.6,377.8,437.9,10.5,147.1,94.0,535.9,68.6,282.2,215.6
12:10,917.4,809.7,736.6,887.7,526.3,479.7,402.5,524.2,966.1,89.2
12:13,58.7,550.9,916.9,5.7,881.3,942.6,888.6,13.3,722.0,988.0
12:16,715.9,331.9,290.5,652.4,109.7,803.1,928.0,156.7,502.2,269.6
12:19,83.2,542.5,151.9,291.4,942.0,162.9,236.0,266.9,194.4,812.7
12:22,839.1,566.6,761.1,141.6,374.8,634.5,142.6,751.8,411.2,174.9
12:25,502.7,688.0,804.3,505.5,620.0,922.0,217.3,657.8,479.6,713.8
12:28,221.7,3.8,182.1,814.6,200.0,317.9,358.6,195.5,151.0,420.2
12:31,356.6,462.0,935.9,863.1,854.6,554.2,197.4,727.7,775.8,31.4
12:34,137.2,37.8,399.6,828.4,540.1,819.3,400.4,594.9,368.8,353.2
12:36,939.3,381.2,659.1,361.4,740.7,713.8,278.5,947.8,234.0,365.2
12:39,695.9,815.4,310.7,808.9,630.5,986.2,218.2,250.3,156.6,38.0
12:42,326.6,256.3,661.8,615.5,269.2,483.2,496.9,784.4,591.3,238.7
12:45,953.8,395.2,888.8,376.3,157.0,271.8,864.4,874.7,591.1,18.1
12:48,104.2,569.5,937.7,302.4,83.5,713.5,429.6,424.4,990.1,715.0
12:51,435.7,601.1,158.8,919.1,225.5,505.5,872.3,915.1,116.4,230.0
12:54,522.2,287.5,376.9,106.2,104.8,430.0,588.5,979.2,293.7,152.2
12:57,183.2,869.4,875.8,743.0,431.1,969.5,443.7,760.3,752.0,20.0
12:59,420.8,16.3,450.2,211.2,973.8,105.7,555.9,212.6,65.3,995.1
13:02,867.1,387.5,729.3,79.1,711.4,362.9,296.8,349.0,403.0,44.9
13:05,513.3,134.0,751.1,640.1,398.7,953.2,102.3,756.2,494.9,327.3
13:08,727.6,269.9,985.5,75.6,248.2,599.5,200.8,872.9,314.4,832.0
13:11,843.9,177.4,535.6,142.9,280.2,287.4,377.3,934.4,698.5,881.4
13:14,458.4,429.1,731.7,521.5,28.1,734.7,495.2,435.2,603.8,586.3
13:17,432.8,82.3,755.8,642.1,197.4,521.7,835.4,971.7,535.7,439.2
13:20,391.3,671.2,955.9,369.7,800.5,219.6,347.4,870.8,901.4,559.9
13:22,168.7,731.7,488.0,796.1,477.4,338.9,803.6,743.3,769.1,922.3
13:25,508.8,695.7,767.3,934.8,970.7,179.1,923.8,307.6,972.8,561.5
13:28,105.6,332.0,946.5,721.1,49.5,65.8,231.1,715.2,221.6,676.9
13:31,267.3,795.1,503.3,620.9,2.7,703.4,89.9,830.0,507.1,540.0
13:34,13.2,113.2,78.6,460.0,664.1,110.3,45.7,37.5,191.6,850.5
13:37,509.1,773.0,978.9,904.4,116.3,804.2,970.0,664.3,876.2,350.0
13:40,639.3,847.2,846.4,661.1,301.0,560.9,105.6,893.7,395.0,798.6
13:43,794.5,275.5,465.1,745.4,383.1,818.6,363.5,521.8,629.8,953.3
13:46,643.6,316.9,62.4,35.1,515.2,372.9,641.4,382.6,904.5,111.0
13:48,723.5,725.2,792.1,876.6,447.7,167.8,571.8,22.1,882.7,522.3
13:51,442.3,42.0,170.3,264.1,765.8,506.4,12.4,533.0,124.1,837.9
13:54,606.7,817.0,514.7,47.0,193.4,944.1,832.9,316.3,923.8,545.2
13:57,672.3,765.1,755.8,13.6,655.8,798.9,619.3,480.0,27.8,246.6
14:00,996.9,937.3,788.3,411.8,276.2,641.7,773.6,240.6,984.6,123.6
14:03,171.0,83.3,615.5,774.4,65.4,869.1,87.9,910.4,561.8,573.7
14:06,560.1,748.2,274.5,792.8,518.2,903.8,136.1,518.6,917.5,870.7
14:09,802.0,165.5,541.4,563.3,171.3,33.5,661.5,784.7,316.8,194.5
14:11,285.6,360.8,64.9,999.6,999.5,259.7,421.8,571.7,849.8,722.9
14:14,741.6,634.1,673.1,619.6,335.2,199.9,366.8,929.6,588.9,441.2
14:17,453.1,252.4,376.0,493.1,326.3,704.0,502.4,902.2,529.1,193.9
14:20,829.5,604.3,78.3,741.1,116.5,53.9,183.0,539.6,150.5,581.7
14:23,190.4,200.8,665.7,553.8,128.7,333.5,407.6,803.2,620.2,366.7
14:26,733.4,735.3,475.9,351.3,87.4,718.2,816.6,472.9,921.8,218.4
14:29,277.7,247.7,29.1,238.7,133.2,848.0,668.5,714.6,711.7,742.1
14:32,688.0,411.8,354.3,619.1,70.9,534.8,992.2,538.0,695.6,274.6
14:34,175.2,295.2,18.1,323.9,794.5,793.8,31.7,528.3,32.8,54.2
14:37,358.0,907.0,894.8,133.9,130.8,635.2,2.3,907.0,672.8,309.0
14:40,439.7,453.3,456.2,555.6,420.0,393.6,102.9,32.2,671.2,147.5
14:43,75.3,408.7,672.8,575.9,815.4,445.8,954.8,772.6,100.3,635.9
14:46,38.3,635.7,324.4,145.2,445.2,745.4,453.4,795.7,306.5,649.9
14:49,459.7,259.0,29.2,845.9,833.2,565.0,299.1,892.3,369.1,620.2
14:52,879.4,173.3,949.9,488.4,51.9,610.6,962.5,600.6,984.4,801.7
14:55,711.5,841.6,564.2,767.7,700.7,764.2,230.3,511.4,715.0,630.5
14:58,193.6,857.9,162.4,127.9,990.9,842.5,486.4,505.4,897.3,558.9
15:00,265.2,658.7,635.0,488.8,122.4,860.4,912.4,143.9,402.8,805.1
15:03,873.7,834.7,169.3,798.9,419.0,483.3,361.7,836.1,589.3,772.5
15:06,838.7,722.8,449.6,679.2,211.4,29.0,319.1,830.6,653.3,500.1
15:09,154.7,160.7,6.3,493.7,412.1,111.9,544.7,826.5,52.5,465.2
15:12,16.3,717.7,803.3,929.7,320.0,563.7,696.7,815.0,206.4,373.2
15:15,513.0,588.7,947.6,684.1,565.8,587.3,328.0,385.4,587.3,262.9
15:18,770.0,859.7,331.9,712.9,71.8,640.3,396.7,266.4,160.5,103.6
15:21,252.0,700.4,723.9,243.3,414.3,759.4,537.1,474.5,258.8,471.7
15:23,313.7,594.8,108.2,680.7,814.5,191.3,991.1,263.6,691.4,614.8
15:26,688.4,862.0,308.9,857.1,956.5,569.7,125.1,580.2,792.8,468.1
15:29,755.5,686.5,349.4,739.7,313.4,718.5,768.6,596.8,99.1,88.3
15:32,95.6,609.9,254.9,46.9,277.9,301.9,77.4,154.7,541.2,321.9
15:35,831.6,956.4,143.6,176.2,211.8,45.5,649.0,881.6,181.5,31.7
15:38,915.7,632.8,2.2,924.6,91.9,154.6,958.2,817.7,478.7,833.1
15:41,504.5,878.6,783.0,727.3,684.3,492.0,804.5,146.9,412.5,323.0
15:44,152.1,776.2,145.6,221.6,453.9,723.8,869.2,490.0,920.8,659.6
15:46,652.9,239.9,672.8,892.3,39.2,234.4,238.6,621.5,549.5,192.3
15:49,194.2,657.6,99.1,953.9,209.0,376.7,574.7,942.1,556.2,64.0
15:52,952.6,86.4,248.2,559.9,678.7,178.3,265.6,274.3,69.2,988.8
15:55,149.3,297.6,794.1,161.5,391.3,306.7,331.7,857.8,67.6,18.0
15:58,797.0,730.0,941.8,828.1,497.9,199.4,139.1,582.5,498.2,315.8
16:01,533.4,862.3,780.2,292.9,365.4,971.8,815.1,329.0,692.5,918.8
16:04,287.7,568.9,314.2,345.4,622.3,664.1,538.1,768.9,64.5,382.8
16:07,889.1,211.2,80.5,691.4,292.6,522.0,629.5,383.5,702.8,583.3
16:10,376.4,585.3,440.0,719.5,337.4,399.8,646.4,752.2,311.2,309.4
16:12,904.2,499.0,761.1,27.4,248.7,174.1,277.1,568.6,117.1,84.0
16:15,624.0,410.1,106.0,362.6,55.4,75.3,661.4,936.5,464.6,752.8
16:18,225.9,749.8,522.7,581.3,865.9,401.1,667.7,519.5,364.2,287.3
16:21,909.8,925.1,321.2,42.0,239.9,863.5,501.2,441.3,727.3,569.2
16:24,965.6,60.1,882.3,209.0,361.1,739.2,894.6,984.1,605.6,537.2
16:27,362.3,693.3,717.9,162.1,361.3,189.9,955.8,701.2,828.6,207.9
16:30,618.9,78.9,48.1,351.4,750.5,724.7,503.3,587.7,999.8,870.4
16:33,466.2,779.7,397.7,664.9,264.7,945.9,521.6,306.3,945.4,291.4
16:35,831.7,952.2,975.4,543.3,767.5,9.5,780.8,777.9,839.1,708.6
16:38,554.9,769.9,289.7,772.9,16.0,759.2,743.7,534.0,606.6,8.9
16:41,362.9,477.0,877.8,609.2,923.1,190.8,511.7,666.8,135.6,946.7
16:44,477.0,749.5,783.6,537.8,111.9,22.4,182.5,782.6,621.4,95.4
16:47,644.5,685.5,208.7,679.9,969.7,885.4,644.4,699.0,815.0,901.6
16:50,475.0,890.4,591.3,792.0,96.6,976.7,853.5,97.0,732.6,546.8
16:53,620.5,569.2,236.1,991.0,966.9,739.9,858.6,571.8,697.7,335.2
16:56,855.7,640.6,246.1,597.1,581.7,381.7,222.9,412.0,431.2,143.4
16:58,345.9,367.6,42.9,910.2,497.8,586.3,477.3,848.7,43.0,128.8
17:01,869.8,882.7,487.4,966.1,155.0,87.6,208.0,922.0,799.3,16.4
17:04,690.5,673.2,702.4,63.5,485.8,394.0,188.4,412.3,269.3,582.1
17:07,630.0,449.3,321.6,603.0,273.0,25.4,13.3,314.2,367.4,142.8
17:10,320.8,836.0,883.9,258.6,718.0,395.1,94.7,929.5,642.4,79.7
17:13,431.2,391.4,627.9,207.8,94.3,768.5,604.7,815.8,285.4,525.6
17:16,323.1,18.9,45.3,550.6,234.0,152.9,301.3,350.1,612.0,527.7
17:19,539.6,955.1,759.7,725.5,183.6,626.2,166.7,560.0,776.5,264.7
17:22,685.9,866.6,685.0,522.4,684.9,303.0,705.4,341.1,130.6,296.3
17:24,66.6,653.7,180.1,194.1,569.9,84.5,472.4,828.1,82.0,797.6
17:27,854.6,759.8,54.2,417.9,112.2,660.5,296.3,162.5,221.3,171.7
17:30,718.6,349.3,108.5,13.0,711.5,984.9,219.0,352.6,61.3,560.8
17:33,556.4,656.0,6.8,362.3,305.0,217.6,942.8,199.3,965.6,557.0
17:36,298.7,627.8,56.8,159.7,162.9,288.3,497.2,894.3,812.7,333.5
17:39,448.6,839.4,201.7,707.5,733.7,166.1,455.6,170.0,524.2,111.8
17:42,789.4,393.3,333.6,718.3,40.6,842.2,55.6,918.4,519.7,538.9
17:45,527.8,551.4,853.4,607.6,472.2,632.8,815.8,33.5,887.9,507.4
17:47,949.8,952.7,476.9,812.7,490.1,340.2,596.3,614.7,246.7,198.8
17:50,898.0,394.9,55.4,656.9,714.8,96.8,371.8,460.8,989.6,178.4
17:53,369.2,959.2,859.6,321.9,753.8,527.0,494.1,524.8,189.5,30.0
17:56,142.7,684.2,804.6,445.7,337.9,260.5,916.2,626.7,602.6,852.4
17:59,782.7,140.6,610.4,68.6,19.5,967.3,212.8,700.5,896.3,627.3
18:02,60.3,999.2,593.2,207.2,241.7,336.1,231.1,748.9,90.6,947.9
18:05,891.4,213.9,704.3,439.0,2.0,44.9,965.1,713.6,53.5,700.1
18:08,855.5,455.9,156.0,211.0,638.4,237.0,606.8,279.2,285.9,250.6
18:10,918.2,443.0,918.9,778.1,967.4,285.2,543.1,169.7,145.6,997.5
18:13,917.9,242.7,925.7,485.7,486.3,903.3,690.1,370.3,866.7,72.0
18:16,851.9,501.3,137.4,263.4,630.5,790.5,560.3,903.2,517.8,332.7
18:19,98.3,815.6,495.7,156.1,534.0,988.5,713.7,898.9,127.9,919.9
18:22,79.0,956.8,197.1,282.4,485.0,586.7,447.4,168.0,725.9,396.0
18:25,996.4,790.4,77.9,630.1,860.2,184.9,249.0,986.4,586.1,826.0
18:28,12.6,941.5,952.9,502.3,354.4,674.6,582.3,258.4,768.1,507.6
18:31,423.1,10.4,411.7,105.0,893.5,154.6,229.0,906.8,675.3,922.0
18:34,922.0,381.9,775.6,415.3,247.6,556.6,865.0,427.2,826.9,104.8
18:36,873.3,890.5,794.5,91.5,100.4,692.7,89.5,948.3,824.7,696.0
18:39,588.4,320.2,94.3,40.7,514.6,257.8,353.2,654.7,674.1,604.5
18:42,562.7,674.9,760.0,651.4,715.4,879.2,359.8,518.6,895.6,933.9
18:45,584.2,906.9,60.9,8.1,170.9,513.9,291.6,994.6,295.1,288.6
18:48,607.7,290.7,111.3,967.2,661.1,919.4,488.4,352.4,694.5,648.6
18:51,586.9,848.8,339.2,529.0,71.5,351.0,651.4,294.7,539.2,706.2
18:54,539.9,410.6,621.0,705.2,449.4,249.7,123.0,671.1,483.6,294.0
18:57,674.9,969.8,262.5,219.6,908.7,25.2,63.3,373.4,710.2,48.3
18:59,202.4,260.8,518.8,619.4,429.2,884.9,665.5,342.3,695.8,592.8
19:02,975.8,626.2,602.7,538.2,248.1,591.3,231.2,512.7,788.4,912.2
19:05,512.6,65.9,152.8,138.9,982.2,865.0,678.0,240.9,421.6,854.4
19:08,985.0,530.6,22.7,625.6,713.6,918.0,825.0,322.6,30.7,121.6
19:11,562.6,58.0,247.5,411.2,424.8,17.9,313.3,135.9,120.6,300.1
19:14,257.5,770.1,473.3,416.3,127.5,246.5,880.5,780.3,137.8,545.1
19:17,211.9,55.9,772.9,147.0,540.6,757.4,942.9,689.6,60.3,165.2
19:20,90.9,148.0,688.4,650.3,493.6,821.3,389.2,178.9,944.3,819.1
19:22,126.5,398.4,54.9,749.4,26.1,236.5,951.0,607.1,508.1,92.5
19:25,438.2,82.1,292.2,851.2,356.1,101.4,851.1,869.2,867.2,853.9
19:28,533.6,306.8,433.1,762.8,819.1,924.6,105.8,995.9,382.7,476.8
19:31,121.5,765.0,761.8,995.3,436.6,451.5,570.5,489.8,617.3,662.6
19:34,23.2,237.3,258.3,536.2,785.9,157.3,788.5,452.8,690.6,768.9
19:37,102.3,715.8,830.7,118.9,542.2,903.5,37.2,555.3,785.5,495.1
19:40,402.4,528.2,610.6,21.2,881.6,306.1,841.8,240.7,940.6,565.4
19:43,164.8,292.7,337.9,754.7,948.0,665.8,427.1,816.9,454.1,449.4
19:46,274.4,840.8,571.8,713.9,179.1,767.4,228.8,66.3,972.4,136.9
19:48,527.1,873.4,204.1,110.4,509.7,464.1,142.1,371.5,736.8,719.0
19:51,499.6,192.3,791.4,180.7,243.5,290.4,892.8,689.8,62.6,375.6
19:54,222.4,889.2,667.9,357.5,761.7,343.9,327.8,622.5,435.4,118.4
19:57,574.1,929.8,316.8,795.9,682.7,104.1,766.9,601.7,813.6,674.9
20:00,56.5,175.6,591.9,751.4,402.9,699.2,476.0,954.3,723.7,37.5
20:03,341.7,269.8,476.6,413.1,987.8,651.7,264.1,162.3,882.7,25.8
20:06,778.2,417.2,836.5,642.9,550.4,304.5,727.9,969.9,375.3,233.6
20:09,815.2,288.2,365.1,91.4,323.5,980.2,858.4,525.5,641.2,395.9
20:11,424.5,523.2,75.2,497.3,331.7,720.6,249.6,14.1,568.7,246.4
20:14,256.8,230.7,784.5,198.5,665.3,822.6,118.6,158.3,264.6,512.4
20:17,175.4,593.1,850.6,656.9,589.8,84.2,242.8,418.1,237.3,184.5
20:20,161.4,797.8,197.8,306.8,422.9,404.8,253.8,413.3,725.7,793.8
20:23,80.1,315.4,447.9,234.8,138.1,979.1,39.8,79.3,313.7,497.8
20:26,370.7,691.1,818.4,928.6,945.1,756.1,951.0,528.4,651.4,198.1
20:29,783.3,416.5,958.1,499.4,3.9,663.2,311.4,216.7,934.1,926.5
20:32,392.9,289.6,222.1,195.2,349.9,121.6,318.5,295.3,878.0,313.5
20:34,488.3,180.1,17.2,122.9,756.6,421.5,345.3,454.9,572.5,99.7
20:37,985.1,313.9,854.6,298.8,230.5,17.1,389.2,832.7,193.4,399.7
20:40,212.9,111.3,319.8,651.0,488.9,392.2,433.5,802.3,744.8,220.2
20:43,550.2,932.7,936.4,954.4,314.3,917.4,986.4,799.8,577.9,624.0
20:46,538.7,209.2,400.4,490.9,773.0,20.0,731.0,662.4,286.7,971.1
20:49,727.6,891.2,653.2,963.3,65.0,154.7,897.2,902.5,790.3,465.7
20:52,193.2,199.5,689.7,166.4,946.4,217.4,784.0,487.1,93.4,757.2
20:55,907.2,611.1,344.2,765.5,473.8,930.6,438.3,638.9,327.4,133.6
20:58,43.8,69.0,996.9,707.1,673.1,706.2,966.0,975.7,738.8,9.7
21:00,317.1,961.2,922.2,634.4,273.4,231.8,781.8,330.8,618.3,245.0
21:03,150.7,204.8,121.6,764.8,985.3,212.2,441.5,850.9,82.7,364.8
21:06,277.4,691.5,582.0,213.0,555.2,62.0,306.8,232.9,980.1,713.7
21:09,714.5,675.4,460.3,185.8,367.6,546.2,591.8,289.0,133.7,115.1
21:12,897.1,480.8,617.2,257.8,245.6,941.0,58.0,950.3,756.1,901.7
21:15,600.6,728.4,876.9,476.2,254.6,540.1,159.4,63.6,957.8,853.1
21:18,435.3,679.5,927.1,441.3,958.8,637.3,745.6,560.0,982.6,760.6
21:21,449.4,932.0,131.4,322.4,508.8,748.3,84.7,403.0,617.8,254.5
21:23,826.4,200.8,860.6,406.6,529.6,696.1,96.8,8.0,306.2,384.1
21:26,919.8,563.9,251.7,333.3,383.9,932.0,912.4,567.9,46.6,355.3
21:29,524.1,394.9,686.3,700.0,689.1,110.5,197.4,518.7,688.8,921.0
21:32,901.7,808.9,525.0,857.3,533.3,925.6,242.5,587.5,975.5,467.3
21:35,885.6,49.1,949.6,472.1,219.0,100.2,1.5,400.8,749.8,453.6
21:38,567.9,899.9,956.9,474.1,509.0,724.1,55.8,266.1,501.6,993.9
21:41,722.8,625.7,456.9,391.6,590.4,891.0,241.0,953.5,545.2,945.2
21:44,910.7,662.0,883.1,564.0,343.2,82.7,758.1,617.8,908.7,28.2
21:46,944.1,513.9,851.0,514.2,34.3,325.2,154.7,665.2,624.4,594.3
21:49,359.9,341.4,212.2,628.2,592.2,342.9,119.6,459.7,461.5,325.1
21:52,512.5,582.2,899.5,507.8,457.0,951.6,186.2,975.4,294.2,800.4
21:55,504.9,262.5,646.5,900.9,656.1,298.9,624.0,719.7,267.0,771.6
21:58,605.0,323.5,417.4,425.4,68.7,451.4,565.3,738.1,315.3,373.1
22:01,562.9,271.1,331.1,763.2,444.0,893.8,518.9,778.7,658.0,360.0
22:04,694.4,819.4,914.6,553.1,736.5,946.9,984.8,922.9,327.8,87.3
22:07,494.6,339.6,411.1,688.6,522.6,719.3,186.8,269.7,280.9,926.6
22:10,805.1,221.5,598.7,488.6,479.3,871.2,881.0,795.0,833.0,132.8
22:12,774.7,361.0,951.8,765.0,584.0,474.6,536.9,943.2,401.5,950.4
22:15,506.0,537.2,217.8,698.9,739.7,369.2,452.0,455.8,673.8,365.5
22:18,737.6,750.0,664.1,771.0,82.3,322.3,311.8,508.1,103.9,716.5
22:21,687.4,906.3,34.4,915.0,367.9,967.6,988.1,966.3,855.1,590.7
22:24,108.5,116.2,285.6,993.1,280.9,281.2,952.0,52.6,722.5,314.2
22:27,59.8,395.6,391.8,363.3,396.7,122.8,779.4,369.5,750.3,186.6
22:30,848.7,112.8,758.0,26.4,887.2,367.2,241.6,286.2,408.0,335.7
22:33,945.0,815.0,309.1,416.8,125.3,842.6,33.7,746.0,192.4,880.8
22:35,461.1,100.7,652.3,244.4,976.8,714.8,963.8,965.2,106.0,716.3
22:38,802.6,795.0,771.4,681.8,432.9,865.7,269.2,35.5,198.6,736.4
22:41,360.4,231.1,715.6,459.8,903.3,450.9,407.1,856.5,772.5,645.7
22:44,350.0,335.9,831.5,271.9,169.6,163.5,10.5,742.6,248.9,590.4
22:47,459.9,262.1,738.1,831.6,149.7,735.9,940.3,876.9,416.6,946.8
22:50,30.8,646.6,21.9,193.6,595.6,453.9,389.9,574.3,878.8,774.7
