Time,ParticleCount
10:11,392.16
10:13,57.94
10:16,135.05
10:19,366.32
10:22,80.44
10:25,329.14
10:28,414.34
10:31,152.81
10:34,416.76
10:36,361.57
10:39,208.72
10:42,228.06
10:45,62.64
10:48,155.87
10:51,48.89
10:54,119.70
10:57,241.17
10:59,484.73
11:02,59.34
11:05,203.11
11:08,337.08
11:11,453.03
11:14,431.82
11:17,308.96
11:20,257.75
11:23,446.19
11:25,15.96
11:28,57.30
11:31,304.20
11:34,495.90
11:37,274.86
11:40,398.53
11:43,102.25
11:46,227.38
11:48,72.11
11:51,83.28
11:54,473.99
11:57,107.54
12:00,318.22
12:03,106.06
12:06,82.84
12:09,141.66
12:11,383.01
12:14,10.09
12:17,378.69
12:20,148.12
12:23,371.22
12:26,64.31
12:29,201.06
12:32,127.86
12:35,445.63
12:37,410.61
12:40,206.55
12:43,39.68
12:46,158.39
12:49,186.85
12:52,78.30
12:55,57.17
12:58,256.35
13:00,111.64
13:03,410.78
13:06,357.67
13:09,439.10
13:12,119.72
13:15,341.77
13:18,437.31
13:21,290.40
13:23,354.20
13:26,379.74
13:29,292.14
13:32,175.06
13:35,329.25
13:38,188.68
13:41,357.32
13:44,383.61
13:47,313.06
13:49,360.85
13:52,474.16
13:55,408.77
13:58,123.81
14:01,146.07
14:04,431.84
14:07,111.71
14:10,447.04
14:12,59.08
14:15,443.82
14:18,176.14
14:21,216.51
14:24,190.38
14:27,347.25
14:30,169.98
14:33,27.00
14:35,455.94
14:38,149.65
14:41,449.76
14:44,371.94
14:47,163.97
14:50,141.58
14:53,295.10
14:56,80.33
14:59,107.52
15:01,213.64
15:04,51.38
15:07,365.11
15:10,55.56
15:13,73.65
15:16,70.56
15:19,328.88
15:22,265.47
15:24,85.52
15:27,471.24
15:30,207.21
15:33,239.29
15:36,164.33
15:39,469.91
15:42,177.52
15:45,208.10
15:47,266.22
15:50,158.67
15:53,59.60
15:56,49.88
15:59,295.40
16:02,375.33
16:05,355.63
16:08,212.78
16:11,342.53
16:13,143.32
16:16,266.13
16:19,134.82
16:22,152.86
16:25,181.18
16:28,387.77
16:31,209.31
16:34,58.66
16:36,475.10
16:39,238.33
16:42,245.88
16:45,113.25
16:48,250.40
16:51,218.16
16:54,448.93
16:57,22.12
16:59,402.57
17:02,489.25
17:05,360.88
17:08,409.53
17:11,171.97
17:14,82.54
17:17,353.14
17:20,151.46
17:23,215.70
17:25,166.27
17:28,128.94
17:31,153.73
17:34,281.14
17:37,326.17
17:40,389.87
17:43,198.67
17:46,452.11
17:48,112.10
17:51,491.09
17:54,168.64
17:57,152.45
18:00,54.89
18:03,128.44
18:06,406.39
18:09,427.94
18:11,54.51
