14:02,97
14:04,10
14:07,79
14:10,32
14:13,20
14:16,69
14:19,5
14:22,43
14:25,57
14:27,24
14:30,79
14:33,59
14:36,81
14:39,9
14:42,43
14:45,21
14:48,52
14:50,58
14:53,40
14:56,46
14:59,33
15:02,48
15:05,49
15:08,5
15:11,72
15:14,2
15:16,39
15:19,42
15:22,74
15:25,86
15:28,79
15:31,13
15:34,71
15:37,17
15:39,46
15:42,3
15:45,18
15:48,57
15:51,8
15:54,69
15:57,64
16:00,47
16:02,56
16:05,21
16:08,36
16:11,73
16:14,88
16:17,5
16:20,16
16:23,44
16:26,90
16:28,45
16:31,53
16:34,18
16:37,72
16:40,59
16:43,22
16:46,32
16:49,43
16:51,11
16:54,75
16:57,19
17:00,97
17:03,11
17:06,15
17:09,12
17:12,98
17:14,38
17:17,76
17:20,95
17:23,82
17:26,81
17:29,79
17:32,21
17:35,35
17:38,48
17:40,1
17:43,82
17:46,78
17:49,15
17:52,13
17:55,84
17:58,98
18:01,18
18:03,68
18:06,9
18:09,43
18:12,66
18:15,14
18:18,97
18:21,66
18:24,8
18:26,83
18:29,74
18:32,50
18:35,84
18:38,43
18:41,9
18:44,16
18:47,63
18:50,21
18:52,69
18:55,49
18:58,43
19:01,88
19:04,60
19:07,52
19:10,26
19:13,60
19:15,89
19:18,70
19:21,32
19:24,70
19:27,91
19:30,7
19:33,38
19:36,54
19:38,83
19:41,74
19:44,55
19:47,81
19:50,90
19:53,25
19:56,17
19:59,63
20:02,83
20:04,17
20:07,4
20:10,94
20:13,52
20:16,55
20:19,18
20:22,46
20:25,21
20:27,20
20:30,44
20:33,26
20:36,93
20:39,26
20:42,24
20:45,29
20:48,87
20:50,54
20:53,98
20:56,21
20:59,90
21:02,4
21:05,30
21:08,82
21:11,74
21:14,38
21:16,55
21:19,3
21:22,20
21:25,7
21:28,53
21:31,91
21:34,50
21:37,11
21:39,3
21:42,29
21:45,7
21:48,81
21:51,3
21:54,47
21:57,27
22:00,36
22:02,36
22:05,25
22:08,26
22:11,94
22:14,1
22:17,76
22:20,36
22:23,35
22:26,8
22:28,84
22:31,65
22:34,49
22:37,77
22:40,87
22:43,19
22:46,43
22:49,35
22:51,26
22:54,18
22:57,88
23:00,8
23:03,42
23:06,25
23:09,95
23:12,56
23:14,59
23:17,66
23:20,17
23:23,77
23:26,42
23:29,51
23:32,23
23:35,55
23:38,93
23:40,26
23:43,65
23:46,28
23:49,94
23:52,89
23:55,79
23:58,10
00:01,27
00:03,43
00:06,100
00:09,31
00:12,29
00:15,74
00:18,49
00:21,11
00:24,43
00:26,4
00:29,46
00:32,49
00:35,15
00:38,68
00:41,54
00:44,6
00:47,31
00:50,57
00:52,96
00:55,17
00:58,95
01:01,58
01:04,11
01:07,99
01:10,18
01:13,11
01:15,24
01:18,55
01:21,88
01:24,54
01:27,93
01:30,85
01:33,29
01:36,22
01:38,96
01:41,53
01:44,8
01:47,15
01:50,30
01:53,27
01:56,87
01:59,79
02:02,86
02:04,44
02:07,80
02:10,95
02:13,52
02:16,21
02:19,68
02:22,70
02:25,7
02:27,80
02:30,65
02:33,59
02:36,32
02:39,26
02:42,27
02:45,76
02:48,26
02:50,23
02:53,82
02:56,20
02:59,100
03:02,62
03:05,62
03:08,15
03:11,79
03:14,35
03:16,69
03:19,78
03:22,5
03:25,82
03:28,84
03:31,12
03:34,6
03:37,7
03:39,24
03:42,65
03:45,48
03:48,61
03:51,95
03:54,65
03:57,75
04:00,16
04:02,38
04:05,72
04:08,26
04:11,52
04:14,63
04:17,21
